J00_HIP_PITCH_L,J01_HIP_ROLL_L,J02_HIP_YAW_L,J03_KNEE_PITCH_L,J04_ANKLE_PITCH_L,J05_ANKLE_ROLL_L,J06_HIP_PITCH_R,J07_HIP_ROLL_R,J08_HIP_YAW_R,J09_KNEE_PITCH_R,J10_ANKLE_PITCH_R,J11_ANKLE_ROLL_R,J12_TORSO_YAW,J13_SHOULDER_PITCH_L,J14_SHOULDER_ROLL_L,J15_SHOULDER_YAW_L,J16_ELBOW_PITCH_L,J17_ELBOW_YAW_L,J18_SHOULDER_PITCH_R,J19_SHOULDER_ROLL_R,J20_SHOULDER_YAW_R,J21_ELBOW_PITCH_R,J22_ELBOW_YAW_R,J23_HEAD_PITCH,J24_HEAD_YAW,left_foot_contact,right_foot_contact,left_hand_contact,right_hand_contact,LINK_BASE_px,LINK_BASE_py,LINK_BASE_pz,LINK_BASE_qw,LINK_BASE_qx,LINK_BASE_qy,LINK_BASE_qz,LINK_HIP_ROLL_L_px,LINK_HIP_ROLL_L_py,LINK_HIP_ROLL_L_pz,LINK_HIP_ROLL_L_qw,LINK_HIP_ROLL_L_qx,LINK_HIP_ROLL_L_qy,LINK_HIP_ROLL_L_qz,LINK_HIP_YAW_L_px,LINK_HIP_YAW_L_py,LINK_HIP_YAW_L_pz,LINK_HIP_YAW_L_qw,LINK_HIP_YAW_L_qx,LINK_HIP_YAW_L_qy,LINK_HIP_YAW_L_qz,LINK_HIP_PITCH_L_px,LINK_HIP_PITCH_L_py,LINK_HIP_PITCH_L_pz,LINK_HIP_PITCH_L_qw,LINK_HIP_PITCH_L_qx,LINK_HIP_PITCH_L_qy,LINK_HIP_PITCH_L_qz,LINK_KNEE_PITCH_L_px,LINK_KNEE_PITCH_L_py,LINK_KNEE_PITCH_L_pz,LINK_KNEE_PITCH_L_qw,LINK_KNEE_PITCH_L_qx,LINK_KNEE_PITCH_L_qy,LINK_KNEE_PITCH_L_qz,LINK_ANKLE_PITCH_L_px,LINK_ANKLE_PITCH_L_py,LINK_ANKLE_PITCH_L_pz,LINK_ANKLE_PITCH_L_qw,LINK_ANKLE_PITCH_L_qx,LINK_ANKLE_PITCH_L_qy,LINK_ANKLE_PITCH_L_qz,LINK_ANKLE_ROLL_L_px,LINK_ANKLE_ROLL_L_py,LINK_ANKLE_ROLL_L_pz,LINK_ANKLE_ROLL_L_qw,LINK_ANKLE_ROLL_L_qx,LINK_ANKLE_ROLL_L_qy,LINK_ANKLE_ROLL_L_qz,LINK_HIP_ROLL_R_px,LINK_HIP_ROLL_R_py,LINK_HIP_ROLL_R_pz,LINK_HIP_ROLL_R_qw,LINK_HIP_ROLL_R_qx,LINK_HIP_ROLL_R_qy,LINK_HIP_ROLL_R_qz,LINK_HIP_YAW_R_px,LINK_HIP_YAW_R_py,LINK_HIP_YAW_R_pz,LINK_HIP_YAW_R_qw,LINK_HIP_YAW_R_qx,LINK_HIP_YAW_R_qy,LINK_HIP_YAW_R_qz,LINK_HIP_PITCH_R_px,LINK_HIP_PITCH_R_py,LINK_HIP_PITCH_R_pz,LINK_HIP_PITCH_R_qw,LINK_HIP_PITCH_R_qx,LINK_HIP_PITCH_R_qy,LINK_HIP_PITCH_R_qz,LINK_KNEE_PITCH_R_px,LINK_KNEE_PITCH_R_py,LINK_KNEE_PITCH_R_pz,LINK_KNEE_PITCH_R_qw,LINK_KNEE_PITCH_R_qx,LINK_KNEE_PITCH_R_qy,LINK_KNEE_PITCH_R_qz,LINK_ANKLE_PITCH_R_px,LINK_ANKLE_PITCH_R_py,LINK_ANKLE_PITCH_R_pz,LINK_ANKLE_PITCH_R_qw,LINK_ANKLE_PITCH_R_qx,LINK_ANKLE_PITCH_R_qy,LINK_ANKLE_PITCH_R_qz,LINK_ANKLE_ROLL_R_px,LINK_ANKLE_ROLL_R_py,LINK_ANKLE_ROLL_R_pz,LINK_ANKLE_ROLL_R_qw,LINK_ANKLE_ROLL_R_qx,LINK_ANKLE_ROLL_R_qy,LINK_ANKLE_ROLL_R_qz,LINK_TORSO_YAW_px,LINK_TORSO_YAW_py,LINK_TORSO_YAW_pz,LINK_TORSO_YAW_qw,LINK_TORSO_YAW_qx,LINK_TORSO_YAW_qy,LINK_TORSO_YAW_qz,LINK_SHOULDER_PITCH_L_px,LINK_SHOULDER_PITCH_L_py,LINK_SHOULDER_PITCH_L_pz,LINK_SHOULDER_PITCH_L_qw,LINK_SHOULDER_PITCH_L_qx,LINK_SHOULDER_PITCH_L_qy,LINK_SHOULDER_PITCH_L_qz,LINK_SHOULDER_ROLL_L_px,LINK_SHOULDER_ROLL_L_py,LINK_SHOULDER_ROLL_L_pz,LINK_SHOULDER_ROLL_L_qw,LINK_SHOULDER_ROLL_L_qx,LINK_SHOULDER_ROLL_L_qy,LINK_SHOULDER_ROLL_L_qz,LINK_SHOULDER_YAW_L_px,LINK_SHOULDER_YAW_L_py,LINK_SHOULDER_YAW_L_pz,LINK_SHOULDER_YAW_L_qw,LINK_SHOULDER_YAW_L_qx,LINK_SHOULDER_YAW_L_qy,LINK_SHOULDER_YAW_L_qz,LINK_ELBOW_PITCH_L_px,LINK_ELBOW_PITCH_L_py,LINK_ELBOW_PITCH_L_pz,LINK_ELBOW_PITCH_L_qw,LINK_ELBOW_PITCH_L_qx,LINK_ELBOW_PITCH_L_qy,LINK_ELBOW_PITCH_L_qz,LINK_ELBOW_YAW_L_px,LINK_ELBOW_YAW_L_py,LINK_ELBOW_YAW_L_pz,LINK_ELBOW_YAW_L_qw,LINK_ELBOW_YAW_L_qx,LINK_ELBOW_YAW_L_qy,LINK_ELBOW_YAW_L_qz,LINK_WRIST_PITCH_L_px,LINK_WRIST_PITCH_L_py,LINK_WRIST_PITCH_L_pz,LINK_WRIST_PITCH_L_qw,LINK_WRIST_PITCH_L_qx,LINK_WRIST_PITCH_L_qy,LINK_WRIST_PITCH_L_qz,LINK_WRIST_ROLL_L_px,LINK_WRIST_ROLL_L_py,LINK_WRIST_ROLL_L_pz,LINK_WRIST_ROLL_L_qw,LINK_WRIST_ROLL_L_qx,LINK_WRIST_ROLL_L_qy,LINK_WRIST_ROLL_L_qz,LINK_SHOULDER_PITCH_R_px,LINK_SHOULDER_PITCH_R_py,LINK_SHOULDER_PITCH_R_pz,LINK_SHOULDER_PITCH_R_qw,LINK_SHOULDER_PITCH_R_qx,LINK_SHOULDER_PITCH_R_qy,LINK_SHOULDER_PITCH_R_qz,LINK_SHOULDER_ROLL_R_px,LINK_SHOULDER_ROLL_R_py,LINK_SHOULDER_ROLL_R_pz,LINK_SHOULDER_ROLL_R_qw,LINK_SHOULDER_ROLL_R_qx,LINK_SHOULDER_ROLL_R_qy,LINK_SHOULDER_ROLL_R_qz,LINK_SHOULDER_YAW_R_px,LINK_SHOULDER_YAW_R_py,LINK_SHOULDER_YAW_R_pz,LINK_SHOULDER_YAW_R_qw,LINK_SHOULDER_YAW_R_qx,LINK_SHOULDER_YAW_R_qy,LINK_SHOULDER_YAW_R_qz,LINK_ELBOW_PITCH_R_px,LINK_ELBOW_PITCH_R_py,LINK_ELBOW_PITCH_R_pz,LINK_ELBOW_PITCH_R_qw,LINK_ELBOW_PITCH_R_qx,LINK_ELBOW_PITCH_R_qy,LINK_ELBOW_PITCH_R_qz,LINK_ELBOW_YAW_R_px,LINK_ELBOW_YAW_R_py,LINK_ELBOW_YAW_R_pz,LINK_ELBOW_YAW_R_qw,LINK_ELBOW_YAW_R_qx,LINK_ELBOW_YAW_R_qy,LINK_ELBOW_YAW_R_qz,LINK_WRIST_PITCH_R_px,LINK_WRIST_PITCH_R_py,LINK_WRIST_PITCH_R_pz,LINK_WRIST_PITCH_R_qw,LINK_WRIST_PITCH_R_qx,LINK_WRIST_PITCH_R_qy,LINK_WRIST_PITCH_R_qz,LINK_WRIST_ROLL_R_px,LINK_WRIST_ROLL_R_py,LINK_WRIST_ROLL_R_pz,LINK_WRIST_ROLL_R_qw,LINK_WRIST_ROLL_R_qx,LINK_WRIST_ROLL_R_qy,LINK_WRIST_ROLL_R_qz,LINK_HEAD_PITCH_px,LINK_HEAD_PITCH_py,LINK_HEAD_PITCH_pz,LINK_HEAD_PITCH_qw,LINK_HEAD_PITCH_qx,LINK_HEAD_PITCH_qy,LINK_HEAD_PITCH_qz,LINK_HEAD_YAW_px,LINK_HEAD_YAW_py,LINK_HEAD_YAW_pz,LINK_HEAD_YAW_qw,LINK_HEAD_YAW_qx,LINK_HEAD_YAW_qy,LINK_HEAD_YAW_qz
-0.1720461971,0.08424666046,-0.01715305545,0.288972729,0.2863425834,0.002897658848,-0.1032850518,-0.09133367152,-0.00683542504,0.1564124824,0.3592529276,0.01752890588,0.07931702105,0.08662829846,0.7344088011,-0.7559342272,-0.7792520971,0.3073243007,0.3375127084,-0.6668814043,0.4612893429,-0.760213361,-0.3081289298,0.0528782849,-0.04802708024,2,2,2,2,-0.05528246059,0.4532861035,0.1575062297,0.5078435372,0.4987670651,0.4920929951,-0.501169473,0.06766330935,0.4158564025,0.08191298826,0.5378185929,0.4893557203,0.4143548,-0.5473501986,0.07319230421,0.5023087151,0.09917831496,0.5331045063,0.4857840408,0.4185364823,-0.5519426275,0.03693501715,0.3219584195,0.1451177716,0.5579487147,0.4662736231,0.4370366394,-0.5294158252,0.1382359015,0.7863782893,0.08765166312,0.4672869269,0.5601931656,0.490933936,-0.4762461712,0.130065472,1.224212949,0.1361617724,0.3924581085,0.6224136172,0.5525846855,-0.3914435943,0.1321881347,1.259571941,0.1497630691,0.3915559258,0.6229815686,0.5520169708,-0.3922437841,-0.1751870237,0.4198496388,0.08452143297,0.5457575084,0.4420855835,0.4965796083,-0.5100174227,-0.1822337267,0.5049208527,0.1072347815,0.5440112315,0.4403858385,0.4980876266,-0.5118796827,-0.147104586,0.3219361214,0.1426611233,0.5250068963,0.4665390444,0.4727791125,-0.5321550429,-0.2483670772,0.7889193104,0.1127404361,0.5034345689,0.4790311681,0.5390669147,-0.4759092731,-0.245544995,1.229087602,0.1317952643,0.3990237522,0.5563507262,0.6203382536,-0.3826674349,-0.2482412847,1.264360523,0.1455178886,0.3941323794,0.5598265382,0.6169606001,-0.3880895934,-0.05510312558,0.1705922126,0.1466372666,0.5273146472,0.5178854467,0.4719308903,-0.4806403663,0.09486001558,-0.06281387715,0.1758650544,0.5081201031,0.5397835535,0.4924493169,-0.4560058623,0.164661781,-0.05069547949,0.2204332134,0.2804596873,0.6862176678,0.2959104284,-0.6023991157,0.2324836647,0.01054380748,0.1946098698,0.03112089328,0.5447554152,0.5350120402,-0.6450078639,0.3201013195,0.1266156361,0.2294284603,0.2139717722,0.2450225666,0.4979169939,-0.8039021643,0.3688635382,0.224696255,0.1547903147,0.3447070561,0.3006716565,0.479875527,-0.7486608571,0.3895262932,0.3340146066,0.06892265331,0.3447070561,0.3006716565,0.479875527,-0.7486608571,0.377733703,0.3394677034,0.07611439183,0.3447070561,0.3006716565,0.479875527,-0.7486608571,-0.2071586477,-0.06328675446,0.1478021636,0.4343410982,0.584638347,0.5604833518,-0.3942134269,-0.2835008094,-0.06131147191,0.1820576072,0.6017682592,0.4102793544,0.6586374819,-0.1890568197,-0.34366478,0.009659523712,0.1630755716,0.618176559,0.5526874987,0.5574799623,-0.04012931988,-0.4269367797,0.1256664023,0.2074606507,0.7814253725,0.5131769717,0.2742602078,-0.2253999143,-0.4794059797,0.2278337239,0.1413433354,0.7243804203,0.4896543598,0.3318414936,-0.3541085112,-0.5045948544,0.3417670131,0.06302001772,0.7243804203,0.4896543598,0.3318414936,-0.3541085112,-0.4923247339,0.346764362,0.06972771454,0.7243804203,0.4896543598,0.3318414936,-0.3541085112,-0.08755502467,-0.1711461928,0.161179586,0.5146543596,0.5304106876,0.4857060762,-0.4667815336,-0.05571272537,-0.2711363835,0.1606413102,0.5032979792,0.5185953628,0.498301856,-0.4790044406
-0.1720450655,0.08424556174,-0.01715246475,0.2889717921,0.2863536502,0.002899136962,-0.1032859308,-0.09133478095,-0.006834035758,0.1564129821,0.3592635233,0.01752905752,0.07932088209,0.08650694444,0.734433665,-0.7561212586,-0.779204899,0.3081160469,0.3374576485,-0.6669245044,0.4614036966,-0.7601873367,-0.3087124374,0.05288947084,-0.04803347223,2,2,2,2,-0.05528211221,0.4532863664,0.1575088302,0.5078435631,0.4987656886,0.4920925457,-0.5011712578,0.06766340293,0.415856352,0.08191548904,0.5378186287,0.4893541097,0.414354992,-0.547351458,0.07319243466,0.5023087107,0.09918057333,0.5331046944,0.4857825522,0.4185365169,-0.5519437297,0.03693521673,0.3219585562,0.145120602,0.5579484266,0.4662723189,0.4370365934,-0.5294173155,0.1382359134,0.7863782747,0.0876529988,0.467287338,0.5601916282,0.4909337785,-0.4762477387,0.1300654997,1.224213106,0.1361615596,0.3924554802,0.6224144851,0.5525867599,-0.391441921,0.1321881554,1.259571999,0.1497631151,0.3915528358,0.6229827221,0.5520187576,-0.3922425218,-0.1751869119,0.4198496934,0.0845243993,0.545757794,0.4420835397,0.4965793437,-0.5100191463,-0.1822335635,0.5049210072,0.1072373894,0.5440118668,0.4403841417,0.4980870491,-0.5118810293,-0.147104393,0.3219364113,0.1426644467,0.5250070161,0.4665373071,0.4727784743,-0.5321570148,-0.248367009,0.7889194645,0.1127419218,0.5034351127,0.4790297006,0.5390665144,-0.4759106285,-0.245545049,1.229087831,0.1317950546,0.3990210723,0.5563515518,0.6203400708,-0.3826660832,-0.2482413034,1.264360659,0.1455179225,0.3941296499,0.5598273702,0.6169623997,-0.3880883044,-0.05510305519,0.1705924358,0.1466408931,0.5273156718,0.5178849645,0.4719294961,-0.4806411307,0.0948598623,-0.06281366924,0.1758697057,0.5081487536,0.5397531226,0.4924198637,-0.456041762,0.1646621479,-0.05069059203,0.2204357773,0.2804888219,0.6862030384,0.2958625611,-0.6024257264,0.2324860292,0.01054305399,0.1946043048,0.03107569506,0.5447145508,0.5350139545,-0.6450429658,0.3201102424,0.1266131922,0.2294120248,0.2139193691,0.2449911772,0.4979394014,-0.8039117981,0.3688682562,0.2246944485,0.1547719699,0.3449835155,0.3007803698,0.479841916,-0.7485113752,0.3895345733,0.334021068,0.06891569285,0.3449835155,0.3007803698,0.479841916,-0.7485113752,0.3777359537,0.3394695223,0.07610105794,0.3449835155,0.3007803698,0.479841916,-0.7485113752,-0.2071587682,-0.06328640374,0.1478064596,0.4343585819,0.584628438,0.5604689325,-0.3942293591,-0.2835011131,-0.06130868145,0.1820613542,0.6017903778,0.4102513002,0.6586331457,-0.1890624002,-0.3436672068,0.009659049494,0.163073843,0.6181994438,0.5526912466,0.5574535073,-0.04009265212,-0.4269451978,0.1256639799,0.2074527727,0.7814320922,0.5131959897,0.2742376921,-0.2253607099,-0.4794117428,0.2278319476,0.1413343487,0.7242672567,0.4896213979,0.3319253135,-0.3543069485,-0.5046030166,0.3417711527,0.06302040915,0.7242672567,0.4896213979,0.3319253135,-0.3543069485,-0.4923288015,0.346765328,0.06972297635,0.7242672567,0.4896213979,0.3319253135,-0.3543069485,-0.08755524837,-0.1711458904,0.1611844151,0.5146527041,0.5304128365,0.485707588,-0.4667793439,-0.05571292599,-0.2711360699,0.1606454259,0.5032948459,0.5185958823,0.4983050764,-0.4790038204
-0.1720440064,0.08424452738,-0.0171519096,0.2889709145,0.286364079,0.002900530718,-0.1032867637,-0.0913358251,-0.006832725811,0.156413454,0.3592735101,0.0175292009,0.07932451594,0.08639259606,0.7344570675,-0.7562974797,-0.7791604092,0.3088619629,0.3374057279,-0.6669651219,0.4615115083,-0.760162789,-0.3092623327,0.05290000907,-0.04803948829,2,2,2,2,-0.05528178408,0.4532866141,0.1575112826,0.5078435875,0.498764392,0.4920921229,-0.5011729387,0.06766349118,0.4158563043,0.08191784679,0.5378186642,0.4893525914,0.4143551708,-0.547352645,0.0731925576,0.5023087065,0.09918270225,0.5331048729,0.4857811487,0.4185365479,-0.5519447691,0.0369354048,0.3219586852,0.1451232707,0.557948157,0.4662710891,0.4370365482,-0.5294187201,0.1382359247,0.7863782606,0.08765425702,0.4672877256,0.5601901799,0.4909336298,-0.4762492151,0.1300655258,1.224213254,0.1361613588,0.3924530037,0.6224153035,0.5525887144,-0.3914403435,0.1321881748,1.259572054,0.1497631583,0.3915499239,0.6229838098,0.5520204412,-0.3922413318,-0.1751868067,0.4198497445,0.08452719577,0.5457580635,0.4420816132,0.4965790937,-0.5100207712,-0.1822334098,0.5049211526,0.1072398479,0.5440124659,0.4403825422,0.4980865041,-0.5118822988,-0.1471042111,0.3219366843,0.1426675798,0.5250071296,0.466535669,0.4727778726,-0.5321588734,-0.2483669448,0.7889196095,0.1127433221,0.5034356255,0.4790283175,0.5390661366,-0.4759119061,-0.2455450999,1.229088046,0.1317948567,0.3990185467,0.5563523301,0.6203417833,-0.3826648092,-0.2482413209,1.264360787,0.1455179544,0.3941270774,0.5598281546,0.6169640954,-0.3880870897,-0.0551029887,0.1705926462,0.1466443116,0.527316636,0.5178845096,0.471928184,-0.4806418513,0.09485971835,-0.06281347325,0.1758740889,0.508175747,0.539724446,0.4923921107,-0.4560755879,0.1646624943,-0.0506859869,0.2204381928,0.2805162819,0.6861892472,0.2958174649,-0.6024507947,0.2324882561,0.01054234461,0.1945990613,0.03103311368,0.5446760444,0.5350157564,-0.6450760365,0.320118646,0.126610891,0.229396538,0.2138699933,0.244961608,0.4979605103,-0.8039208709,0.3688726995,0.2246927478,0.1547546853,0.3452439248,0.3008827772,0.4798102033,-0.7483704668,0.3895423688,0.3340271594,0.06890913834,0.3452439248,0.3008827772,0.4798102033,-0.7483704668,0.3777380736,0.339471238,0.07608849589,0.3452439248,0.3008827772,0.4798102033,-0.7483704668,-0.2071588813,-0.06328607341,0.1478105092,0.4343750661,0.5846190931,0.5604553372,-0.3942443823,-0.2835013988,-0.06130605078,0.1820648863,0.6018112265,0.4102248527,0.6586290566,-0.1890676699,-0.3436694931,0.009658602676,0.1630722131,0.6182210152,0.5526947802,0.5574285656,-0.04005808903,-0.4269531306,0.1256616973,0.2074453452,0.7814384226,0.5132139178,0.2742164712,-0.2253237518,-0.4794171735,0.2278302743,0.1413258775,0.7241605713,0.4895903147,0.3320042941,-0.3544939201,-0.5046107054,0.3417750568,0.06302077942,0.7241605713,0.4895903147,0.3320042941,-0.3544939201,-0.4923326344,0.3467662403,0.0697185112,0.7241605713,0.4895903147,0.3320042941,-0.3544939201,-0.08755545863,-0.1711456055,0.1611889663,0.5146511435,0.5304148603,0.4857090137,-0.4667772814,-0.05571311442,-0.2711357744,0.1606493046,0.5032918943,0.5185963723,0.4983081102,-0.4790032349
-0.1720430146,0.08424355346,-0.01715138775,0.2889700919,0.286373907,0.002901844955,-0.1032875527,-0.09133680798,-0.006831490657,0.1564138996,0.3592829232,0.01752933649,0.0793279365,0.08628484685,0.7344790949,-0.7564635183,-0.7791184716,0.3095646991,0.3373567696,-0.6670033996,0.4616131496,-0.7601396354,-0.3097805508,0.05290993735,-0.04804515121,2,2,2,2,-0.05528147496,0.4532868475,0.1575135951,0.5078436103,0.4987631706,0.492091725,-0.5011745219,0.06766357443,0.4158562591,0.08192006965,0.5378186992,0.4893511603,0.4143553376,-0.5473537639,0.07319267349,0.5023087024,0.09918470914,0.5331050423,0.4857798253,0.4185365757,-0.5519457492,0.03693558205,0.3219588067,0.1451257869,0.5579479046,0.4662699294,0.4370365042,-0.5294200438,0.1382359355,0.7863782472,0.08765544236,0.4672880912,0.5601888156,0.4909334895,-0.4762506059,0.1300655503,1.224213393,0.1361611696,0.3924506701,0.6224160752,0.5525905562,-0.3914388561,0.1321881931,1.259572105,0.1497631989,0.3915471798,0.6229848353,0.5520220273,-0.3922402099,-0.1751867076,0.4198497924,0.08452983209,0.5457583177,0.4420797972,0.4965788577,-0.510022303,-0.182233265,0.5049212894,0.1072421656,0.5440130311,0.4403810347,0.4980859899,-0.5118834956,-0.1471040397,0.3219369415,0.1426705336,0.5250072372,0.4665341245,0.4727773053,-0.5321606253,-0.2483668843,0.7889197461,0.112744642,0.5034361089,0.4790270141,0.5390657803,-0.4759131102,-0.2455451477,1.229088248,0.13179467,0.3990161664,0.5563530637,0.6203433971,-0.3826636084,-0.2482413374,1.264360908,0.1455179842,0.3941246528,0.5598288941,0.6169656934,-0.3880859449,-0.05510292589,0.1705928445,0.1466475341,0.5273175436,0.5178840805,0.4719269492,-0.4806425304,0.09485958313,-0.06281328851,0.1758782195,0.5082011799,0.5396974221,0.4923659592,-0.4561074605,0.1646628213,-0.05068164774,0.2204404686,0.2805421641,0.6861762462,0.2957749783,-0.6024744107,0.2324903532,0.01054167677,0.1945941206,0.03099299722,0.5446397591,0.5350174528,-0.6451071943,0.3201265607,0.1266087242,0.2293819447,0.2138234693,0.2449337531,0.4979803965,-0.8039294156,0.3688768843,0.2246911469,0.1547383993,0.3454892166,0.3009792445,0.479780285,-0.7482376452,0.3895497081,0.3340329019,0.06890296557,0.3454892166,0.3009792445,0.479780285,-0.7482376452,0.3777400704,0.3394728564,0.07607666067,0.3454892166,0.3009792445,0.479780285,-0.7482376452,-0.2071589876,-0.06328576227,0.1478143263,0.4343906074,0.5846102808,0.5604425192,-0.3942585478,-0.2835016677,-0.0613035708,0.1820682156,0.6018308779,0.4101999203,0.6586252004,-0.1890726455,-0.3436716472,0.009658181674,0.1630706762,0.6182413483,0.5526981117,0.5574050512,-0.04002551022,-0.4269606059,0.1256595464,0.2074383426,0.7814443864,0.513230818,0.2741964707,-0.2252889119,-0.4794222911,0.2278286982,0.1413178923,0.7240599958,0.4895610042,0.3320787152,-0.3546700897,-0.5046179483,0.3417787384,0.06302112954,0.7240599958,0.4895610042,0.3320787152,-0.3546700897,-0.4923362462,0.3467671017,0.06971430331,0.7240599958,0.4895610042,0.3320787152,-0.3546700897,-0.08755565629,-0.1711453371,0.1611932556,0.5146496723,0.5304167664,0.4857103581,-0.4667753386,-0.05571329144,-0.2711354961,0.1606529601,0.5032891139,0.5185968346,0.4983109683,-0.4790026824
-0.1720420855,0.08424263632,-0.01715089706,0.2889693207,0.286383169,0.002903084223,-0.1032882999,-0.09133773331,-0.006830326026,0.1564143203,0.3592917954,0.01752946475,0.07933115669,0.08618331444,0.7344998287,-0.7566199651,-0.7790789392,0.3102267532,0.3373106064,-0.6670394723,0.4617089712,-0.7601177978,-0.3102689154,0.05291929118,-0.04805048229,2,2,2,2,-0.05528118373,0.4532870674,0.1575157757,0.5078436316,0.4987620199,0.4920913506,-0.501176013,0.06766365298,0.4158562164,0.0819221653,0.5378187335,0.4893498112,0.4143554933,-0.5473548186,0.07319278275,0.5023086984,0.09918660098,0.5331052029,0.4857785777,0.4185366006,-0.5519466732,0.03693574912,0.3219589213,0.1451281593,0.5579476682,0.4662688359,0.4370364613,-0.5294212913,0.1382359457,0.7863782345,0.08765655909,0.4672884359,0.5601875303,0.4909333571,-0.476251916,0.1300655735,1.224213524,0.1361609911,0.3924484711,0.6224168027,0.5525922918,-0.3914374539,0.1321882104,1.259572153,0.1497632371,0.3915445938,0.6229858023,0.5520235219,-0.3922391522,-0.1751866144,0.4198498374,0.08453231739,0.5457585576,0.4420780854,0.4965786349,-0.5100237472,-0.1822331286,0.5049214181,0.1072443504,0.544013564,0.4403796136,0.4980855048,-0.5118846237,-0.1471038782,0.3219371838,0.1426733182,0.5250073391,0.4665326683,0.4727767706,-0.5321622764,-0.2483668273,0.7889198745,0.1127458862,0.5034365648,0.4790257856,0.5390654442,-0.4759142452,-0.2455451927,1.229088439,0.131794494,0.399013923,0.5563537554,0.6203449179,-0.3826624765,-0.2482413528,1.264361021,0.1455180123,0.3941223676,0.5598295913,0.6169671992,-0.388084866,-0.05510286654,0.1705930313,0.1466505716,0.5273183979,0.5178836757,0.4719257868,-0.4806431705,0.09485945611,-0.06281311439,0.1758821121,0.508225143,0.5396719557,0.4923413163,-0.4561374931,0.16466313,-0.05067755911,0.2204426128,0.2805665595,0.6861639901,0.2957349496,-0.6024966588,0.2324923284,0.01054104804,0.1945894652,0.03095520267,0.5446055664,0.5350190498,-0.6451365505,0.3201340153,0.1266066841,0.2293681932,0.2137796322,0.2449075124,0.4979991311,-0.8039374631,0.3688808255,0.2246896399,0.1547230539,0.3457202694,0.3010701161,0.4797520624,-0.7481124509,0.3895566182,0.3340383155,0.06889715187,0.3457202694,0.3010701161,0.4797520624,-0.7481124509,0.377741951,0.3394743831,0.07606550999,0.3457202694,0.3010701161,0.4797520624,-0.7481124509,-0.2071590874,-0.0632854692,0.1478179242,0.4344052594,0.584601971,0.5604304343,-0.3942719041,-0.2835019207,-0.06130123293,0.1820713538,0.6018494006,0.4101764169,0.658621564,-0.1890773428,-0.3436736766,0.009657784995,0.1630692272,0.6182605138,0.5527012526,0.5573828831,-0.03999480215,-0.4269676501,0.1256575196,0.2074317409,0.7814500048,0.5132467491,0.2741776206,-0.2252560695,-0.4794271134,0.2278272134,0.1413103654,0.7239651824,0.4895333664,0.3321488403,-0.3548360828,-0.5046247714,0.3417822102,0.06302146053,0.7239651824,0.4895333664,0.3321488403,-0.3548360828,-0.4923396496,0.3467679151,0.06971033787,0.7239651824,0.4895333664,0.3321488403,-0.3548360828,-0.08755584212,-0.1711450843,0.1611972979,0.5146482855,0.5304185618,0.4857116257,-0.4667735085,-0.05571345778,-0.2711352338,0.1606564053,0.5032864947,0.5185972708,0.498313661,-0.479002161
